id,filename,status,length_x,width_y,height_z,bbox_volume,convex_hull_volume,frontal_area
F_S_WWC_WM_538,F_S_WWC_WM_538.stl,success,4.6680819392204285,1.951030969619751,1.3938327431678772,12.694432666692173,8.400070357178043,1.723775
F_S_WWC_WM_550,F_S_WWC_WM_550.stl,success,4.418794333934784,2.2350306510925293,1.376485526561737,13.594364838127092,9.188786911856614,1.8869500000000001
F_S_WWC_WM_552,F_S_WWC_WM_552.stl,success,4.803555548191071,2.148314952850342,1.3538777232170105,13.971409144327634,9.094189878986466,1.80275
F_S_WWC_WM_560,F_S_WWC_WM_560.stl,success,4.761261165142059,2.0667080879211426,1.4332219958305359,14.103100731199476,9.113624408866539,1.80525
F_S_WWC_WM_562,F_S_WWC_WM_562.stl,success,4.80907666683197,2.325190305709839,1.4344506859779358,16.04005402923908,10.434510087515045,1.8784750000000001
F_S_WWC_WM_565,F_S_WWC_WM_565.stl,success,4.649973154067993,1.8733253479003906,1.383199155330658,12.048926918073457,7.6738033368535925,1.6797
F_S_WWC_WM_573,F_S_WWC_WM_573.stl,success,4.524969220161438,1.9139527082443237,1.3683173060417175,11.850417517550035,7.890901735329298,1.6673
F_S_WWC_WM_600,F_S_WWC_WM_600.stl,success,4.706476211547852,2.200160503387451,1.3360342383384705,13.834638640662327,9.373550829528305,1.830875
F_S_WWC_WM_609,F_S_WWC_WM_609.stl,success,4.42474490404129,2.211033344268799,1.3958736062049866,13.656192354543077,8.839784825991073,1.8830250000000002
F_S_WWC_WM_612,F_S_WWC_WM_612.stl,success,4.8427534103393555,2.0400466918945312,1.3719454407691956,13.554056883294484,8.727052082620302,1.6824750000000002
F_S_WWC_WM_615,F_S_WWC_WM_615.stl,success,4.959396481513977,2.1344878673553467,1.3553826212882996,14.347770885585675,9.152026577996837,1.732425
F_S_WWC_WM_622,F_S_WWC_WM_622.stl,success,4.794051885604858,2.1102490425109863,1.4346391558647156,14.513732749490856,9.298699452299372,1.8313750000000002
F_S_WWC_WM_623,F_S_WWC_WM_623.stl,success,4.9339094161987305,2.229769468307495,1.3623494505882263,14.987861017873096,10.051825414077518,1.8073750000000002
F_S_WWC_WM_624,F_S_WWC_WM_624.stl,success,4.719956040382385,2.269040107727051,1.3417704701423645,14.370052540772217,9.381532181816656,1.7794
F_S_WWC_WM_625,F_S_WWC_WM_625.stl,success,4.64132422208786,2.217843770980835,1.3831581473350525,14.237859303113948,9.277157362581825,1.770275
F_S_WWC_WM_641,F_S_WWC_WM_641.stl,success,4.654545247554779,2.0317020416259766,1.4204174876213074,13.432389730793401,8.476634165738664,1.7372
F_S_WWC_WM_664,F_S_WWC_WM_664.stl,success,4.462006568908691,2.0647828578948975,1.3773725628852844,12.689836277567467,8.31100196457004,1.7593750000000001
F_S_WWC_WM_690,F_S_WWC_WM_690.stl,success,5.035082221031189,1.8980693817138672,1.4513397812843323,13.87036053050119,8.62593797736394,1.687225
F_S_WWC_WM_692,F_S_WWC_WM_692.stl,success,4.722773849964142,2.240077257156372,1.3803067803382874,14.602787588207859,10.046954373039673,1.8868500000000001
F_S_WWC_WM_693,F_S_WWC_WM_693.stl,success,4.734165906906128,2.2969272136688232,1.3556678891181946,14.74157940439951,9.450446842601703,1.8017
F_S_WWC_WM_695,F_S_WWC_WM_695.stl,success,4.867932200431824,2.013979434967041,1.4280386567115784,14.00037009619424,9.042542648207762,1.775775
F_S_WWC_WM_696,F_S_WWC_WM_696.stl,success,4.720651566982269,2.009458065032959,1.330537497997284,12.62141399329259,8.38392940511728,1.663925
F_S_WWC_WM_697,F_S_WWC_WM_697.stl,success,4.468530118465424,2.223400592803955,1.446383774280548,14.370303740849879,9.24594748268275,1.7977500000000002
F_S_WWC_WM_698,F_S_WWC_WM_698.stl,success,4.828823447227478,2.0764405727386475,1.4005629420280457,14.043115381562055,9.21134411450469,1.8241
F_S_WWC_WM_699,F_S_WWC_WM_699.stl,success,4.638107240200043,2.1771483421325684,1.4290991425514221,14.430825187622716,9.259594814579925,1.8700750000000002
F_S_WWC_WM_700,F_S_WWC_WM_700.stl,success,4.511259317398071,2.055781126022339,1.459162175655365,13.532506050079062,8.797899744157403,1.8499750000000001
