id,config,body_type,body_type_idx,split,cd,drag_area,cl,cl_f,cl_r,frontal_area,convex_hull_volume,bbox_volume,length_x,width_y,height_z,raw_stl_path,normalized_stl_path,pointcloud_path,occupancy_path,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle
E_S_WW_WM_011,E_S_WW_WM,E,1,val,0.280194211820598,0.5676734731485314,-0.198456143415282,-0.13545121754485,-0.063004925892691,2.026,0.0908201166732926,0.1365084116741666,0.999817750831122,0.4277350666399724,0.3192006113180818,raw_stl/E_S_WW_WM/E_S_WW_WM_011.stl,normalized/E_S_WW_WM/E_S_WW_WM_011_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_011_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_011_occ.npz,6.57949,7.00355,18.5067,5.45106,-1.03,1.7,-2.58923,3.07084,35.2706,36.4613,2.9379,-0.1,12.2478,-0.3,-12.0307,22.9391,-9.10648,23.3011,-38.8848,-32.4435,-58.1035,11.9651,-194.508
E_S_WW_WM_012,E_S_WW_WM,E,1,train,0.298467679322259,0.6620013127367704,-0.278445632086378,-0.107392025981063,-0.171053606079734,2.218,0.0752918216256986,0.1184049418850733,0.9997975303216268,0.423225111177983,0.2798248899287127,raw_stl/E_S_WW_WM/E_S_WW_WM_012.stl,normalized/E_S_WW_WM/E_S_WW_WM_012_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_012_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_012_occ.npz,6.44534,13.862,-1.1711,1.38921,-0.46,0.75,-9.72498,-1.09156,13.6006,113.506,-4.48472,0.7,-5.88143,1.0,45.4035,-19.9608,8.75904,-1.53181,17.8193,29.3918,39.919,-12.4171,-174.869
E_S_WW_WM_013,E_S_WW_WM,E,1,train,0.271003849451827,0.6758836005328566,-0.140163519157475,-0.15336058244186,0.0131970632814651,2.494,0.0875408303446849,0.1295886592507326,0.999919896643732,0.4644868949084286,0.2790154942786947,raw_stl/E_S_WW_WM/E_S_WW_WM_013.stl,normalized/E_S_WW_WM/E_S_WW_WM_013_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_013_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_013_occ.npz,1.12961,5.62857,10.2434,-16.5333,-1.64,0.02,-8.74561,2.76618,9.70142,-82.2163,-13.9682,0.2,11.8939,0.8,44.8196,24.3715,-3.40121,22.7088,65.5835,-3.82065,137.84,-9.11047,-151.535
E_S_WW_WM_014,E_S_WW_WM,E,1,train,0.266380215016611,0.6307883491593349,-0.141444933243853,-0.225105163378737,0.0836602301322259,2.368,0.1009208127521068,0.1440481337784085,0.999982286976122,0.4836346899972526,0.2978501921614765,raw_stl/E_S_WW_WM/E_S_WW_WM_014.stl,normalized/E_S_WW_WM/E_S_WW_WM_014_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_014_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_014_occ.npz,-4.69316,-7.55522,0.399867,7.48649,1.81,-0.72,-3.48386,9.98946,-46.6874,-59.3641,-11.6008,-0.2,13.0695,0.0,30.1805,4.22348,18.6509,28.5819,-14.1449,12.8771,94.6877,-38.9676,-26.1092
E_S_WW_WM_015,E_S_WW_WM,E,1,train,0.279883591428571,0.7103445550457131,-0.241895535644518,-0.133489464189368,-0.108406071454152,2.538,0.1029124734495821,0.1555073485468787,0.9996509951659058,0.5030406652722724,0.3092426737054127,raw_stl/E_S_WW_WM/E_S_WW_WM_015.stl,normalized/E_S_WW_WM/E_S_WW_WM_015_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_015_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_015_occ.npz,13.8832,12.4585,17.0092,-18.8349,-1.74,1.29,16.2663,3.56231,44.9859,114.335,-1.04122,0.2,-7.2838,-0.3,3.07575,6.19208,-6.84681,-0.873207,45.6425,5.72965,120.126,32.523,53.4
E_S_WW_WM_016,E_S_WW_WM,E,1,train,0.299484745588039,0.6289179657348819,-0.149460063637873,-0.146395656817275,-0.003064406814186,2.1,0.0898730945256609,0.1336090927914309,0.9999962469998128,0.4354050579264007,0.3068627518122399,raw_stl/E_S_WW_WM/E_S_WW_WM_016.stl,normalized/E_S_WW_WM/E_S_WW_WM_016_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_016_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_016_occ.npz,-0.405066,13.7781,-6.93812,15.3269,-0.85,0.07,6.27646,-4.20453,-20.2767,56.2908,-8.37114,-0.3,-11.3876,0.0,8.74272,25.3704,18.2868,12.8457,-3.18943,12.1756,-14.8453,-16.5856,-88.3032
E_S_WW_WM_017,E_S_WW_WM,E,1,test,0.268500866415282,0.5450567588230224,0.0108449920913299,-0.126665570980066,0.137510563108637,2.03,0.0788793254950155,0.1198531457264146,0.9999793060869424,0.4134856994630432,0.2898664359226073,raw_stl/E_S_WW_WM/E_S_WW_WM_017.stl,normalized/E_S_WW_WM/E_S_WW_WM_017_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_017_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_017_occ.npz,1.97793,-6.34605,6.55712,-4.85708,-0.86,-0.36,7.38657,-3.73617,-45.6278,-43.1497,1.79762,0.7,-2.33142,0.4,1.69229,1.99823,19.2095,25.4256,-26.6365,45.9524,-37.3922,-28.46,-184.179
E_S_WW_WM_018,E_S_WW_WM,E,1,train,0.298171500943521,0.6571699880795204,-0.213596393109634,-0.129809891378737,-0.0837865017332226,2.204,0.0854664026367672,0.1244052866414743,0.9998150924004308,0.4394737490557213,0.2831302089056746,raw_stl/E_S_WW_WM/E_S_WW_WM_018.stl,normalized/E_S_WW_WM/E_S_WW_WM_018_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_018_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_018_occ.npz,8.42412,13.4793,3.00788,2.44136,-0.36,-0.29,-7.37007,1.82983,-36.1622,19.0177,-11.878,0.3,4.56399,-0.2,23.015,18.6451,-28.74,40.5623,77.7317,-32.8365,40.3494,-56.188,-188.105
E_S_WW_WM_019,E_S_WW_WM,E,1,train,0.279056217212624,0.5809950442366831,-0.230931930903654,-0.222464762863787,-0.0084671680589269,2.082,0.0814301896005185,0.1177836701447508,0.9998910497624752,0.4059110599654222,0.2902027456750916,raw_stl/E_S_WW_WM/E_S_WW_WM_019.stl,normalized/E_S_WW_WM/E_S_WW_WM_019_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_019_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_019_occ.npz,-7.3255,2.8285,4.73723,12.9687,-0.32,0.38,1.71146,-0.474428,16.3957,-39.5349,-4.42262,-0.2,9.36839,-0.3,48.6114,-15.9121,3.99588,44.8749,106.746,4.74663,-46.5623,-15.0785,94.766
E_S_WW_WM_020,E_S_WW_WM,E,1,train,0.272669641661129,0.6315028900871748,-0.207482649528239,-0.122216946691029,-0.0852657028830564,2.316,0.0852632679994083,0.1288304482177665,0.9997765419796374,0.4368322270322998,0.2949856601114529,raw_stl/E_S_WW_WM/E_S_WW_WM_020.stl,normalized/E_S_WW_WM/E_S_WW_WM_020_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_020_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_020_occ.npz,8.58383,-1.956,5.39829,-7.96629,0.36,1.39,14.2488,6.78635,25.8901,55.8636,-3.91464,0.3,-24.3493,1.0,28.3864,26.8822,-11.3817,53.1882,-15.9314,37.6009,35.4897,17.73,-172.043
E_S_WW_WM_021,E_S_WW_WM,E,1,train,0.277650398358803,0.6213815915270011,-0.264208711744186,-0.265384568352159,0.0011758566562006,2.238,0.0958059288271409,0.1414542967675391,0.9998734696672053,0.478476639196817,0.2956721095709551,raw_stl/E_S_WW_WM/E_S_WW_WM_021.stl,normalized/E_S_WW_WM/E_S_WW_WM_021_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_021_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_021_occ.npz,-7.62291,5.51033,-0.685933,-0.0358234,-0.26,-0.1,9.60067,5.42122,29.6766,-11.3987,-0.010091,-0.3,-0.915097,0.3,-23.0138,-0.756505,-1.08802,14.7459,-9.08559,19.8305,46.111,-57.1347,142.137
E_S_WW_WM_022,E_S_WW_WM,E,1,train,0.249210796860465,0.5736832543727904,-0.102538367564784,-0.117770610829235,0.0152322432720621,2.302,0.0941286556974725,0.1376363779835485,0.9998072567426528,0.4789127470009657,0.2874488358132282,raw_stl/E_S_WW_WM/E_S_WW_WM_022.stl,normalized/E_S_WW_WM/E_S_WW_WM_022_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_022_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_022_occ.npz,3.63103,-2.83567,18.3826,-19.5256,1.46,-0.28,11.3657,2.66639,22.7839,-53.719,-11.7221,0.2,23.5666,-0.1,39.8712,-17.7849,-25.9193,3.79363,6.0343,-27.9975,95.4318,-57.6878,-132.92
E_S_WW_WM_023,E_S_WW_WM,E,1,train,0.284529048744186,0.6669360902563719,-0.337007236700996,-0.229609023591362,-0.107398213138205,2.344,0.0906042361731817,0.1398173625812835,0.9999800662350616,0.4678322575557886,0.2988681251989307,raw_stl/E_S_WW_WM/E_S_WW_WM_023.stl,normalized/E_S_WW_WM/E_S_WW_WM_023_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_023_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_023_occ.npz,-4.87858,5.45388,-3.42238,-14.6896,-1.46,-1.34,-2.91008,8.07166,-22.051,113.641,1.92105,-0.3,8.37843,0.9,34.6579,-18.8859,-11.9337,-10.1461,-22.3522,15.2236,64.442,6.6592,24.6809
E_S_WW_WM_024,E_S_WW_WM,E,1,train,0.291392604063122,0.7290642953659312,-0.190339154740863,-0.135860603614617,-0.0544785511026578,2.502,0.0941219477057733,0.1390439732474232,0.999912092358194,0.4589253335288516,0.3030039685988889,raw_stl/E_S_WW_WM/E_S_WW_WM_024.stl,normalized/E_S_WW_WM/E_S_WW_WM_024_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_024_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_024_occ.npz,4.4463,-3.93421,2.54147,-10.6458,1.69,-0.94,5.6076,7.44182,16.9014,136.853,4.53588,-0.3,-20.4584,0.8,-3.39338,-2.50247,9.96939,54.9885,66.2325,-30.3773,87.0861,53.6408,-152.546
E_S_WW_WM_025,E_S_WW_WM,E,1,train,0.262691785754152,0.7113693558222436,-0.191711865827242,-0.237715485385382,0.0460036195663222,2.708,0.0992342475412075,0.1471441199394109,0.999820581522606,0.4838530373576392,0.3041636895670698,raw_stl/E_S_WW_WM/E_S_WW_WM_025.stl,normalized/E_S_WW_WM/E_S_WW_WM_025_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_025_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_025_occ.npz,-4.39241,10.7379,10.3576,3.39793,-0.71,1.63,10.4966,-0.353245,1.13379,-29.2698,0.587417,-0.2,-13.7375,1.0,18.493,10.6845,-3.76446,51.7605,31.6866,-48.862,148.312,75.2262,-49.3928
E_S_WW_WM_026,E_S_WW_WM,E,1,train,0.296106659106312,0.6466969434881855,-0.273084250588039,-0.181379777837209,-0.0917044727634551,2.184,0.0764771634777269,0.1202959593164944,0.9998195087594102,0.4001554962884535,0.3006773034957828,raw_stl/E_S_WW_WM/E_S_WW_WM_026.stl,normalized/E_S_WW_WM/E_S_WW_WM_026_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_026_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_026_occ.npz,-6.31272,13.3011,5.34268,15.9415,0.85,1.51,12.4824,-1.926,-28.7895,149.3,3.28345,0.1,-9.94397,0.8,6.3967,-8.4709,-12.189,-15.6113,66.0353,5.92867,-24.7006,68.7317,19.6924
E_S_WW_WM_027,E_S_WW_WM,E,1,train,0.308174275940199,0.6903103781060459,-0.23155572272093,-0.184059860850498,-0.0474958619144186,2.24,0.0952092801025655,0.1399001173975923,0.9998520786749558,0.4694271331589993,0.298067164819182,raw_stl/E_S_WW_WM/E_S_WW_WM_027.stl,normalized/E_S_WW_WM/E_S_WW_WM_027_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_027_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_027_occ.npz,-3.10985,5.92065,16.4925,-11.2134,1.43,1.63,10.69,3.86315,22.9152,137.495,-11.303,-0.1,-7.53809,0.2,-20.4407,25.9192,-0.932244,31.1969,-10.4265,-40.3024,48.7746,-48.0673,-148.771
E_S_WW_WM_028,E_S_WW_WM,E,1,train,0.275726835966777,0.6507153328815937,-0.244799133328903,-0.232887020448504,-0.0119121128951834,2.36,0.0962131716033101,0.1430237528962686,0.9996131456482308,0.4638924654679254,0.3084316179307799,raw_stl/E_S_WW_WM/E_S_WW_WM_028.stl,normalized/E_S_WW_WM/E_S_WW_WM_028_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_028_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_028_occ.npz,-5.56375,11.3824,17.3038,7.41247,-1.62,1.91,13.4901,6.24127,7.1409,-47.2417,-10.2319,-0.3,-3.35699,-0.1,41.0484,24.7076,28.9555,-4.40516,39.4812,-1.99856,71.2524,35.5504,-182.001
E_S_WW_WM_029,E_S_WW_WM,E,1,train,0.278403251508305,0.6431115109841846,-0.205348499833887,-0.114984278760797,-0.0903642210455149,2.31,0.0850072065506264,0.1254197913553419,0.9999182407823376,0.4261205077955875,0.2943534613405133,raw_stl/E_S_WW_WM/E_S_WW_WM_029.stl,normalized/E_S_WW_WM/E_S_WW_WM_029_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_029_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_029_occ.npz,12.9335,-4.85098,6.26527,13.7199,0.94,2.45,0.772729,8.98432,-14.0135,147.634,3.3902,0.2,10.5453,0.7,-8.13199,-0.32454,4.94047,53.5322,30.7721,-4.53353,22.2615,13.7652,46.79
E_S_WW_WM_030,E_S_WW_WM,E,1,train,0.254416165730897,0.6044928097766112,-0.09751996830299,-0.18819087454485,0.0906709062212956,2.376,0.0990035102648742,0.1473565046826163,0.9998170417467775,0.4628093046898006,0.3184539900371529,raw_stl/E_S_WW_WM/E_S_WW_WM_030.stl,normalized/E_S_WW_WM/E_S_WW_WM_030_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_030_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_030_occ.npz,-4.61031,-3.5626,7.19624,12.2256,-1.53,2.47,0.596081,-1.61839,31.3813,-67.2589,-3.39965,0.0,-18.4758,0.1,46.8148,-7.35808,-4.09663,17.2496,-38.7778,31.1653,55.6087,62.8302,-154.038
E_S_WW_WM_031,E_S_WW_WM,E,1,train,0.263643949641196,0.6237815848510697,-0.223711121289036,-0.103610772673754,-0.120100348652823,2.366,0.0850611647011482,0.128137618493127,0.9996233573591792,0.4536349187720422,0.2825750255636083,raw_stl/E_S_WW_WM/E_S_WW_WM_031.stl,normalized/E_S_WW_WM/E_S_WW_WM_031_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_031_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_031_occ.npz,7.43103,5.77852,8.72984,2.56593,1.77,-1.09,-6.68081,-3.63749,32.9506,76.493,3.01195,0.5,-17.785,0.2,-6.6081,-8.22371,-13.1767,-17.9121,121.107,45.674,91.8386,-13.3508,-2.20381
E_S_WW_WM_032,E_S_WW_WM,E,1,train,0.302230065252491,0.6225939344201316,-0.172826847199335,-0.0953573130282392,-0.0774695341694352,2.06,0.0780551634498765,0.119113407114209,0.9998586391865788,0.4175417000162961,0.2853134129076065,raw_stl/E_S_WW_WM/E_S_WW_WM_032.stl,normalized/E_S_WW_WM/E_S_WW_WM_032_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_032_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_032_occ.npz,9.01404,6.63156,6.23093,-14.1893,0.58,2.18,5.72979,-1.60328,-38.5537,37.864,-14.2378,0.2,-17.2661,0.7,-12.8077,-14.2347,13.7608,44.4371,26.3825,18.933,-43.3371,-41.191,40.0421
E_S_WW_WM_033,E_S_WW_WM,E,1,train,0.275470961980066,0.6561718314365172,-0.259167418830564,-0.211101478913621,-0.0480659399292358,2.382,0.0847921732572986,0.1275168765814175,0.9999470755507543,0.440130563956343,0.2897404455458872,raw_stl/E_S_WW_WM/E_S_WW_WM_033.stl,normalized/E_S_WW_WM/E_S_WW_WM_033_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_033_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_033_occ.npz,-4.76577,5.21053,-2.28445,16.3777,0.72,1.35,7.85351,4.10143,-30.938,105.464,-1.69803,0.8,-1.79199,0.1,27.1462,11.6582,-28.8417,-2.08886,67.9503,46.6781,85.6384,17.8351,-134.24
E_S_WW_WM_034,E_S_WW_WM,E,1,train,0.261082940936877,0.5456633465580729,-0.0095231210277398,-0.148147979262458,0.138624858242524,2.09,0.086996634991653,0.1317865413851053,0.999772444417966,0.4289040606411161,0.307333385412257,raw_stl/E_S_WW_WM/E_S_WW_WM_034.stl,normalized/E_S_WW_WM/E_S_WW_WM_034_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_034_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_034_occ.npz,1.78754,-7.61369,14.263,9.98018,0.83,1.52,-0.108049,-2.78134,-27.6149,-57.2714,-6.16182,0.4,6.28716,-0.1,-18.2871,17.3151,29.7656,-12.3409,-26.0983,-13.4829,-33.2747,7.93756,33.2938
E_S_WW_WM_035,E_S_WW_WM,E,1,test,0.259680123654485,0.605574048362259,-0.189125369124252,-0.154566671142857,-0.0345586980137225,2.332,0.0943527040100803,0.1431172000085829,0.999848392969402,0.4595904738818593,0.3114487984559532,raw_stl/E_S_WW_WM/E_S_WW_WM_035.stl,normalized/E_S_WW_WM/E_S_WW_WM_035_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_035_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_035_occ.npz,6.69669,10.2843,19.2933,5.84961,0.89,1.68,1.07035,5.37716,-21.5282,-73.9516,-4.96107,0.2,-24.0775,0.1,16.7989,-14.587,-9.35402,17.6741,-20.4865,43.8277,28.2571,40.5237,123.512
