id,filename,is_watertight,is_manifold,num_vertices,num_faces,bounds_min_x,bounds_min_y,bounds_min_z,bounds_max_x,bounds_max_y,bounds_max_z,extent_x,extent_y,extent_z,winding_consistent,repair_status,volume,status
F_S_WWC_WM_146,F_S_WWC_WM_146.stl,False,False,4511340,1503780,-0.8785768747329712,-1.0214779376983643,1.5676021575927734e-05,3.9896938800811768,1.0214779376983643,1.3851830959320068,4.868270754814148,2.0429558753967285,1.385167419910431,True,none,0.0,success
F_S_WWC_WM_156,F_S_WWC_WM_156.stl,False,False,4511340,1503780,-0.9130305647850037,-0.9690906405448914,1.5676021575927734e-05,4.048530101776123,0.9690906405448914,1.4447256326675415,4.961560666561127,1.9381812810897827,1.4447099566459656,True,none,0.0,success
F_S_WWC_WM_161,F_S_WWC_WM_161.stl,False,False,4511340,1503780,-0.937334418296814,-0.9635441303253174,1.5676021575927734e-05,3.8200509548187256,0.9635441303253174,1.4573302268981934,4.7573853731155396,1.9270882606506348,1.4573145508766174,True,none,0.0,success
F_S_WWC_WM_164,F_S_WWC_WM_164.stl,False,False,4511340,1503780,-0.7562737464904785,-1.0334683656692505,1.5676021575927734e-05,3.7478368282318115,1.0334683656692505,1.40494966506958,4.50411057472229,2.066936731338501,1.4049339890480042,True,none,0.0,success
F_S_WWC_WM_166,F_S_WWC_WM_166.stl,False,False,4511340,1503780,-0.7810816764831543,-0.9753492474555969,1.5676021575927734e-05,4.0519280433654785,0.9753492474555969,1.3548763990402222,4.833009719848633,1.9506984949111938,1.3548607230186462,True,none,0.0,success
F_S_WWC_WM_173,F_S_WWC_WM_173.stl,False,False,4511340,1503780,-0.8670306205749512,-1.163172721862793,1.5676021575927734e-05,3.9149842262268066,1.163172721862793,1.3558017015457153,4.782014846801758,2.326345443725586,1.3557860255241394,True,none,0.0,success
F_S_WWC_WM_180,F_S_WWC_WM_180.stl,False,False,4511340,1503780,-0.9904278516769409,-0.9760960340499878,1.5676021575927734e-05,3.8420426845550537,0.9760960340499878,1.3356627225875854,4.832470536231995,1.9521920680999756,1.3356470465660095,True,none,0.0,success
F_S_WWC_WM_181,F_S_WWC_WM_181.stl,False,False,4511340,1503780,-0.9626975655555725,-1.083448886871338,1.5676021575927734e-05,3.5820858478546143,1.083448886871338,1.3637363910675049,4.544783413410187,2.166897773742676,1.363720715045929,True,none,0.0,success
F_S_WWC_WM_192,F_S_WWC_WM_192.stl,False,False,4511340,1503780,-0.9386794567108154,-0.9949588179588318,1.5676021575927734e-05,3.929253339767456,0.9949588179588318,1.3809902667999268,4.8679327964782715,1.9899176359176636,1.3809745907783508,True,none,0.0,success
F_S_WWC_WM_222,F_S_WWC_WM_222.stl,False,False,4511340,1503780,-0.9443195462226868,-1.022194504737854,1.5676021575927734e-05,3.7138595581054688,1.022194504737854,1.3914750814437866,4.6581791043281555,2.044389009475708,1.3914594054222107,True,none,0.0,success
F_S_WWC_WM_225,F_S_WWC_WM_225.stl,False,False,4511340,1503780,-1.0283234119415283,-1.0285788774490356,1.5676021575927734e-05,3.8397376537323,1.0285788774490356,1.4463200569152832,4.868061065673828,2.0571577548980713,1.4463043808937073,True,none,0.0,success
F_S_WWC_WM_229,F_S_WWC_WM_229.stl,False,False,4511340,1503780,-0.8484736680984497,-0.9948842525482178,1.5676021575927734e-05,3.7133536338806152,0.9948842525482178,1.4569790363311768,4.561827301979065,1.9897685050964355,1.4569633603096008,True,none,0.0,success
F_S_WWC_WM_231,F_S_WWC_WM_231.stl,False,False,4511340,1503780,-0.717460572719574,-1.0907642841339111,1.5676021575927734e-05,3.658627986907959,1.0907642841339111,1.332201600074768,4.376088559627533,2.1815285682678223,1.3321859240531921,True,none,0.0,success
F_S_WWC_WM_242,F_S_WWC_WM_242.stl,False,False,4511340,1503780,-0.973966121673584,-1.1136072874069214,1.5676021575927734e-05,3.7984156608581543,1.1136072874069214,1.3849800825119019,4.772381782531738,2.2272145748138428,1.384964406490326,True,none,0.0,success
F_S_WWC_WM_255,F_S_WWC_WM_255.stl,False,False,4511340,1503780,-0.894903302192688,-0.9740777015686035,1.5676021575927734e-05,3.9895753860473633,0.9740777015686035,1.3550999164581299,4.884478688240051,1.948155403137207,1.355084240436554,True,none,0.0,success
F_S_WWC_WM_259,F_S_WWC_WM_259.stl,False,False,4511340,1503780,-0.8242130875587463,-1.076257348060608,1.5676021575927734e-05,3.759793281555176,1.076257348060608,1.3811599016189575,4.584006369113922,2.152514696121216,1.3811442255973816,True,none,0.0,success
F_S_WWC_WM_272,F_S_WWC_WM_272.stl,False,False,4511340,1503780,-1.0142229795455933,-1.0272846221923828,1.5676021575927734e-05,4.096580505371094,1.0272846221923828,1.4472010135650635,5.110803484916687,2.0545692443847656,1.4471853375434875,True,none,0.0,success
F_S_WWC_WM_276,F_S_WWC_WM_276.stl,False,False,4511340,1503780,-1.0030454397201538,-1.0792367458343506,1.5676021575927734e-05,3.896669626235962,1.0792367458343506,1.4067425727844238,4.899715065956116,2.158473491668701,1.406726896762848,True,none,0.0,success
F_S_WWC_WM_277,F_S_WWC_WM_277.stl,False,False,4511340,1503780,-0.9050616025924683,-1.096967339515686,1.5676021575927734e-05,3.9264166355133057,1.096967339515686,1.3553171157836914,4.831478238105774,2.193934679031372,1.3553014397621155,True,none,0.0,success
F_S_WWC_WM_292,F_S_WWC_WM_292.stl,False,False,4511340,1503780,-1.056517481803894,-1.0570710897445679,1.5676021575927734e-05,3.8335518836975098,1.0570710897445679,1.346919298171997,4.890069365501404,2.1141421794891357,1.3469036221504211,True,none,0.0,success
F_S_WWC_WM_304,F_S_WWC_WM_304.stl,False,False,4511340,1503780,-0.8897981643676758,-1.0391262769699097,1.5676021575927734e-05,3.944892168045044,1.0391262769699097,1.4505109786987305,4.83469033241272,2.0782525539398193,1.4504953026771545,True,none,0.0,success
F_S_WWC_WM_306,F_S_WWC_WM_306.stl,False,False,4511340,1503780,-0.8861058950424194,-1.0051690340042114,1.5676021575927734e-05,3.9728775024414062,1.0051690340042114,1.3682496547698975,4.858983397483826,2.010338068008423,1.3682339787483215,True,none,0.0,success
F_S_WWC_WM_307,F_S_WWC_WM_307.stl,False,False,4511340,1503780,-0.8310928344726562,-1.1302859783172607,1.5676021575927734e-05,3.9624273777008057,1.1302859783172607,1.3560538291931152,4.793520212173462,2.2605719566345215,1.3560381531715393,True,none,0.0,success
F_S_WWC_WM_312,F_S_WWC_WM_312.stl,False,False,4511340,1503780,-0.7918551564216614,-0.9707512259483337,1.5676021575927734e-05,3.79494309425354,0.9707512259483337,1.3834055662155151,4.586798250675201,1.9415024518966675,1.3833898901939392,True,none,0.0,success
F_S_WWC_WM_328,F_S_WWC_WM_328.stl,False,False,4511340,1503780,-0.8377078771591187,-1.068542718887329,1.5676021575927734e-05,3.683964490890503,1.068542718887329,1.3354674577713013,4.521672368049622,2.137085437774658,1.3354517817497253,True,none,0.0,success
F_S_WWC_WM_359,F_S_WWC_WM_359.stl,False,False,4511340,1503780,-0.7619915008544922,-1.0255458354949951,1.5676021575927734e-05,4.033251762390137,1.0255458354949951,1.455166220664978,4.795243263244629,2.0510916709899902,1.455150544643402,True,none,0.0,success
F_S_WWC_WM_361,F_S_WWC_WM_361.stl,False,False,4511340,1503780,-0.8568845987319946,-0.983782172203064,1.5676021575927734e-05,3.993377208709717,0.983782172203064,1.4387351274490356,4.850261807441711,1.967564344406128,1.4387194514274597,True,none,0.0,success
F_S_WWC_WM_367,F_S_WWC_WM_367.stl,False,False,4511340,1503780,-0.7884441614151001,-0.9664081931114197,1.5676021575927734e-05,3.828798532485962,0.9664081931114197,1.3345932960510254,4.617242693901062,1.9328163862228394,1.3345776200294495,True,none,0.0,success
F_S_WWC_WM_378,F_S_WWC_WM_378.stl,False,False,4511340,1503780,-0.8876733183860779,-0.9811674356460571,1.5676021575927734e-05,3.792630434036255,0.9811674356460571,1.3342952728271484,4.680303752422333,1.9623348712921143,1.3342795968055725,True,none,0.0,success
F_S_WWC_WM_382,F_S_WWC_WM_382.stl,False,False,4511340,1503780,-1.0100911855697632,-1.035209059715271,1.5676021575927734e-05,3.7959673404693604,1.035209059715271,1.4558199644088745,4.8060585260391235,2.070418119430542,1.4558042883872986,True,none,0.0,success
F_S_WWC_WM_383,F_S_WWC_WM_383.stl,False,False,4511340,1503780,-0.8413064479827881,-1.1431365013122559,1.5676021575927734e-05,3.825083017349243,1.1431365013122559,1.4165953397750854,4.666389465332031,2.2862730026245117,1.4165796637535095,True,none,0.0,success
F_S_WWC_WM_391,F_S_WWC_WM_391.stl,False,False,4511340,1503780,-1.0141688585281372,-1.0781354904174805,1.5676021575927734e-05,3.7541818618774414,1.0781354904174805,1.4072284698486328,4.768350720405579,2.156270980834961,1.4072127938270569,True,none,0.0,success
F_S_WWC_WM_397,F_S_WWC_WM_397.stl,False,False,4511340,1503780,-0.9542739987373352,-0.9989158511161804,1.5676021575927734e-05,4.083437442779541,0.9989158511161804,1.4249299764633179,5.037711441516876,1.9978317022323608,1.424914300441742,True,none,0.0,success
F_S_WWC_WM_405,F_S_WWC_WM_405.stl,False,False,4511340,1503780,-0.7989773750305176,-1.1786950826644897,1.5676021575927734e-05,3.829911231994629,1.1786950826644897,1.3561922311782837,4.6288886070251465,2.3573901653289795,1.3561765551567078,True,none,0.0,success
F_S_WWC_WM_407,F_S_WWC_WM_407.stl,False,False,4511340,1503780,-0.8963944911956787,-1.1489620208740234,1.5676021575927734e-05,3.951672315597534,1.1489620208740234,1.3526405096054077,4.848066806793213,2.297924041748047,1.3526248335838318,True,none,0.0,success
F_S_WWC_WM_427,F_S_WWC_WM_427.stl,False,False,4511340,1503780,-0.926952600479126,-1.0714293718338013,1.5676021575927734e-05,3.7737698554992676,1.0714293718338013,1.3477904796600342,4.7007224559783936,2.1428587436676025,1.3477748036384583,True,none,0.0,success
F_S_WWC_WM_435,F_S_WWC_WM_435.stl,False,False,4511340,1503780,-0.9740815758705139,-1.0883357524871826,1.5676021575927734e-05,3.800468921661377,1.0883357524871826,1.337457537651062,4.774550497531891,2.1766715049743652,1.337441861629486,True,none,0.0,success
F_S_WWC_WM_449,F_S_WWC_WM_449.stl,False,False,4511340,1503780,-0.8327493071556091,-0.9394679069519043,1.5676021575927734e-05,3.7986557483673096,0.9394679069519043,1.3765580654144287,4.631405055522919,1.8789358139038086,1.3765423893928528,True,none,0.0,success
F_S_WWC_WM_458,F_S_WWC_WM_458.stl,False,False,4511340,1503780,-0.7876860499382019,-1.0426623821258545,1.5676021575927734e-05,3.831193447113037,1.0426623821258545,1.3684842586517334,4.618879497051239,2.085324764251709,1.3684685826301575,True,none,0.0,success
F_S_WWC_WM_460,F_S_WWC_WM_460.stl,False,False,4511340,1503780,-0.8495216965675354,-1.0166189670562744,1.5676021575927734e-05,3.8999810218811035,1.0166189670562744,1.3732452392578125,4.749502718448639,2.033237934112549,1.3732295632362366,True,none,0.0,success
F_S_WWC_WM_465,F_S_WWC_WM_465.stl,False,False,4511340,1503780,-0.8826730847358704,-0.9824697971343994,1.5676021575927734e-05,3.7473955154418945,0.9824697971343994,1.3424307107925415,4.630068600177765,1.9649395942687988,1.3424150347709656,True,none,0.0,success
F_S_WWC_WM_467,F_S_WWC_WM_467.stl,False,False,4511340,1503780,-0.8307430148124695,-0.9625223875045776,1.5676021575927734e-05,3.8170855045318604,0.9625223875045776,1.3647104501724243,4.64782851934433,1.9250447750091553,1.3646947741508484,True,none,0.0,success
F_S_WWC_WM_473,F_S_WWC_WM_473.stl,False,False,4511340,1503780,-0.7377716302871704,-1.0391770601272583,1.5676021575927734e-05,3.736412286758423,1.0391770601272583,1.4043703079223633,4.474183917045593,2.0783541202545166,1.4043546319007874,True,none,0.0,success
F_S_WWC_WM_478,F_S_WWC_WM_478.stl,False,False,4511340,1503780,-0.963381826877594,-1.068563461303711,1.5676021575927734e-05,3.9635813236236572,1.068563461303711,1.3809964656829834,4.926963150501251,2.137126922607422,1.3809807896614075,True,none,0.0,success
F_S_WWC_WM_508,F_S_WWC_WM_508.stl,False,False,4511340,1503780,-0.9848906397819519,-0.9602206349372864,1.5676021575927734e-05,3.9374377727508545,0.9602206349372864,1.4149521589279175,4.922328412532806,1.9204412698745728,1.4149364829063416,True,none,0.0,success
F_S_WWC_WM_510,F_S_WWC_WM_510.stl,False,False,4511340,1503780,-0.821036696434021,-1.1489787101745605,1.5676021575927734e-05,3.8582985401153564,1.1489787101745605,1.3884875774383545,4.679335236549377,2.297957420349121,1.3884719014167786,True,none,0.0,success
F_S_WWC_WM_524,F_S_WWC_WM_524.stl,False,False,4511340,1503780,-0.9793900847434998,-0.9493604898452759,1.5676021575927734e-05,3.727174758911133,0.9493604898452759,1.3438035249710083,4.706564843654633,1.8987209796905518,1.3437878489494324,True,none,0.0,success
F_S_WWC_WM_526,F_S_WWC_WM_526.stl,False,False,4511340,1503780,-0.7271968126296997,-1.0346906185150146,1.5676021575927734e-05,3.7151167392730713,1.0346906185150146,1.3425161838531494,4.442313551902771,2.0693812370300293,1.3425005078315735,True,none,0.0,success
F_S_WWC_WM_534,F_S_WWC_WM_534.stl,False,False,4511340,1503780,-0.938088595867157,-1.0079258680343628,1.5676021575927734e-05,3.740506410598755,1.0079258680343628,1.4223006963729858,4.678595006465912,2.0158517360687256,1.42228502035141,True,none,0.0,success
F_S_WWC_WM_537,F_S_WWC_WM_537.stl,False,False,4511340,1503780,-0.8436086177825928,-1.0241334438323975,1.5676021575927734e-05,3.966482162475586,1.0241334438323975,1.4460810422897339,4.810090780258179,2.048266887664795,1.446065366268158,True,none,0.0,success
F_S_WWC_WM_538,F_S_WWC_WM_538.stl,False,False,4511340,1503780,-0.8131491541862488,-0.9755154848098755,1.5676021575927734e-05,3.8549327850341797,0.9755154848098755,1.3938484191894531,4.6680819392204285,1.951030969619751,1.3938327431678772,True,none,0.0,success
F_S_WWC_WM_550,F_S_WWC_WM_550.stl,False,False,4511340,1503780,-0.8420953154563904,-1.1175153255462646,1.5676021575927734e-05,3.5766990184783936,1.1175153255462646,1.376501202583313,4.418794333934784,2.2350306510925293,1.376485526561737,True,none,0.0,success
F_S_WWC_WM_552,F_S_WWC_WM_552.stl,False,False,4511340,1503780,-0.9860194325447083,-1.074157476425171,1.5676021575927734e-05,3.8175361156463623,1.074157476425171,1.3538933992385864,4.803555548191071,2.148314952850342,1.3538777232170105,True,none,0.0,success
F_S_WWC_WM_560,F_S_WWC_WM_560.stl,False,False,4511340,1503780,-0.9588555693626404,-1.0333540439605713,1.5676021575927734e-05,3.802405595779419,1.0333540439605713,1.4332376718521118,4.761261165142059,2.0667080879211426,1.4332219958305359,True,none,0.0,success
F_S_WWC_WM_562,F_S_WWC_WM_562.stl,False,False,4511340,1503780,-0.9009045362472534,-1.1625951528549194,1.5676021575927734e-05,3.908172130584717,1.1625951528549194,1.4344663619995117,4.80907666683197,2.325190305709839,1.4344506859779358,True,none,0.0,success
F_S_WWC_WM_565,F_S_WWC_WM_565.stl,False,False,4511340,1503780,-0.975109338760376,-0.9366626739501953,1.5676021575927734e-05,3.674863815307617,0.9366626739501953,1.3832148313522339,4.649973154067993,1.8733253479003906,1.383199155330658,True,none,0.0,success
F_S_WWC_WM_573,F_S_WWC_WM_573.stl,False,False,4511340,1503780,-0.8327368497848511,-0.9569763541221619,1.5676021575927734e-05,3.692232370376587,0.9569763541221619,1.3683329820632935,4.524969220161438,1.9139527082443237,1.3683173060417175,True,none,0.0,success
F_S_WWC_WM_600,F_S_WWC_WM_600.stl,False,False,4511340,1503780,-0.7048811912536621,-1.1000802516937256,1.5676021575927734e-05,4.0015950202941895,1.1000802516937256,1.3360499143600464,4.706476211547852,2.200160503387451,1.3360342383384705,True,none,0.0,success
F_S_WWC_WM_609,F_S_WWC_WM_609.stl,False,False,4511340,1503780,-0.8623910546302795,-1.1055166721343994,1.5676021575927734e-05,3.5623538494110107,1.1055166721343994,1.3958892822265625,4.42474490404129,2.211033344268799,1.3958736062049866,True,none,0.0,success
F_S_WWC_WM_612,F_S_WWC_WM_612.stl,False,False,4511340,1503780,-0.7765746116638184,-1.0200233459472656,1.5676021575927734e-05,4.066178798675537,1.0200233459472656,1.3719611167907715,4.8427534103393555,2.0400466918945312,1.3719454407691956,True,none,0.0,success
F_S_WWC_WM_615,F_S_WWC_WM_615.stl,False,False,4511340,1503780,-0.9086519479751587,-1.0672439336776733,1.5676021575927734e-05,4.050744533538818,1.0672439336776733,1.3553982973098755,4.959396481513977,2.1344878673553467,1.3553826212882996,True,none,0.0,success
F_S_WWC_WM_622,F_S_WWC_WM_622.stl,False,False,4511340,1503780,-1.0471704006195068,-1.0551245212554932,1.5676021575927734e-05,3.7468814849853516,1.0551245212554932,1.4346548318862915,4.794051885604858,2.1102490425109863,1.4346391558647156,True,none,0.0,success
F_S_WWC_WM_623,F_S_WWC_WM_623.stl,False,False,4511340,1503780,-0.9777612686157227,-1.1148847341537476,1.5676021575927734e-05,3.956148147583008,1.1148847341537476,1.3623651266098022,4.9339094161987305,2.229769468307495,1.3623494505882263,True,none,0.0,success
F_S_WWC_WM_624,F_S_WWC_WM_624.stl,False,False,4511340,1503780,-0.9879578351974487,-1.1345200538635254,1.5676021575927734e-05,3.7319982051849365,1.1345200538635254,1.3417861461639404,4.719956040382385,2.269040107727051,1.3417704701423645,True,none,0.0,success
F_S_WWC_WM_625,F_S_WWC_WM_625.stl,False,False,4511340,1503780,-0.8185109496116638,-1.1089218854904175,1.5676021575927734e-05,3.8228132724761963,1.1089218854904175,1.3831738233566284,4.64132422208786,2.217843770980835,1.3831581473350525,True,none,0.0,success
F_S_WWC_WM_641,F_S_WWC_WM_641.stl,False,False,4511340,1503780,-0.8637012839317322,-1.0158510208129883,1.5676021575927734e-05,3.790843963623047,1.0158510208129883,1.4204331636428833,4.654545247554779,2.0317020416259766,1.4204174876213074,True,none,0.0,success
F_S_WWC_WM_664,F_S_WWC_WM_664.stl,False,False,4511340,1503780,-0.8763575553894043,-1.0323914289474487,1.5676021575927734e-05,3.585649013519287,1.0323914289474487,1.3773882389068604,4.462006568908691,2.0647828578948975,1.3773725628852844,True,none,0.0,success
F_S_WWC_WM_690,F_S_WWC_WM_690.stl,False,False,4511340,1503780,-1.0273536443710327,-0.9490346908569336,1.5676021575927734e-05,4.007728576660156,0.9490346908569336,1.4513554573059082,5.035082221031189,1.8980693817138672,1.4513397812843323,True,none,0.0,success
F_S_WWC_WM_692,F_S_WWC_WM_692.stl,False,False,4511340,1503780,-0.7610664963722229,-1.120038628578186,1.5676021575927734e-05,3.961707353591919,1.120038628578186,1.3803224563598633,4.722773849964142,2.240077257156372,1.3803067803382874,True,none,0.0,success
F_S_WWC_WM_693,F_S_WWC_WM_693.stl,False,False,4511340,1503780,-1.0133068561553955,-1.1484636068344116,1.5676021575927734e-05,3.7208590507507324,1.1484636068344116,1.3556835651397705,4.734165906906128,2.2969272136688232,1.3556678891181946,True,none,0.0,success
F_S_WWC_WM_695,F_S_WWC_WM_695.stl,False,False,4511340,1503780,-0.9555000066757202,-1.0069897174835205,1.5676021575927734e-05,3.9124321937561035,1.0069897174835205,1.4280543327331543,4.867932200431824,2.013979434967041,1.4280386567115784,True,none,0.0,success
F_S_WWC_WM_696,F_S_WWC_WM_696.stl,False,False,4511340,1503780,-0.8663272261619568,-1.0047290325164795,1.5676021575927734e-05,3.8543243408203125,1.0047290325164795,1.3305531740188599,4.720651566982269,2.009458065032959,1.330537497997284,True,none,0.0,success
F_S_WWC_WM_697,F_S_WWC_WM_697.stl,False,False,4511340,1503780,-0.8024796843528748,-1.1117002964019775,1.5676021575927734e-05,3.666050434112549,1.1117002964019775,1.446399450302124,4.468530118465424,2.223400592803955,1.446383774280548,True,none,0.0,success
F_S_WWC_WM_698,F_S_WWC_WM_698.stl,False,False,4511340,1503780,-1.0067261457443237,-1.0382202863693237,1.5676021575927734e-05,3.8220973014831543,1.0382202863693237,1.4005786180496216,4.828823447227478,2.0764405727386475,1.4005629420280457,True,none,0.0,success
F_S_WWC_WM_699,F_S_WWC_WM_699.stl,False,False,4511340,1503780,-0.9198314547538757,-1.0885741710662842,1.5676021575927734e-05,3.718275785446167,1.0885741710662842,1.429114818572998,4.638107240200043,2.1771483421325684,1.4290991425514221,True,none,0.0,success
F_S_WWC_WM_700,F_S_WWC_WM_700.stl,False,False,4511340,1503780,-0.8879008293151855,-1.0278905630111694,1.5676021575927734e-05,3.6233584880828857,1.0278905630111694,1.459177851676941,4.511259317398071,2.055781126022339,1.459162175655365,True,none,0.0,success
